abu-dhabi-empty-quarter	阿布扎比空之沙漠	阿联酋	Mezaira'a镇上的Karak茶摊	['Karak奶茶', '现烙Chapati卷蛋']	Karak_Tea.jpg
abu-dhabi-empty-quarter	阿布扎比空之沙漠	阿联酋	利瓦镇印巴小餐馆(Al Mezaira'a Cafeteria)	['鸡肉Biryani', 'Dal咖喱配馕']	"Hyderabadi_Dum_Biryani".jpg
abu-dhabi-empty-quarter	阿布扎比空之沙漠	阿联酋	Liwa Hotel餐厅	['阿拉伯烤肉拼盘', 'Hummus配热皮塔']	Lula_kebab_2.jpg
abu-dhabi-empty-quarter	阿布扎比空之沙漠	阿联酋	Tilal Liwa Hotel泳池边烧烤	['混合烤串', '骆驼肉汉堡']	PinchosAmericanos.jpg
abu-dhabi-empty-quarter	阿布扎比空之沙漠	阿联酋	Qasr Al Sarab · Suhail餐厅	['炭烤和牛', '海枣塔配阿拉伯咖啡冰淇淋']	Tajimagyu2.jpg
amman	安曼	约旦	Hashem Restaurant	['法拉费', 'Hummus', 'Fuul豆糊配热饼']	Falafels_2.jpg
amman	安曼	约旦	Habibah Sweets（下城老窗口）	['Kunafa库纳法', '开心果Baklava']	Künefe.jpg
amman	安曼	约旦	Shawarma Reem（第二环岛）	['牛肉Shawarma卷']	Шаурма_6.jpg
amman	安曼	约旦	Al-Quds Restaurant	['Mansaf国菜羊肉酸奶饭', '烤半鸡']	Mansaf,_the_traditional_dish_of_Jordan.jpg
amman	安曼	约旦	Sufra Restaurant	['Mansaf', 'Maqluba翻转饭', '慢炖羊颈']	Mansaf,_the_traditional_dish_of_Jordan.jpg
amman	安曼	约旦	Fakhreldin	['黎凡特冷热前菜拼', '炭烤羊排', '生羊肉Kibbeh Nayyeh']	Makluba.JPG
amman	安曼	约旦	Beit Sitti私宅料理课	['跟奶奶学做Maqluba', '手擀Shrak薄饼', '自己做的一整桌午餐']	Makluba.JPG
amsterdam	阿姆斯特丹	荷兰	Vleminckx Sausmeesters	['双炸薯条配蛋黄酱', '战争酱薯条(oorlog)']	Patatje_oorlog_(37631378231).jpg
amsterdam	阿姆斯特丹	荷兰	Stubbe's Haring	['生鲱鱼配洋葱酸黄瓜', '鲱鱼三明治broodje']	Herring_shack.jpg
amsterdam	阿姆斯特丹	荷兰	Winkel 43	['苹果派配鲜奶油', '现磨咖啡']	Lattice_apple_pie.png
amsterdam	阿姆斯特丹	荷兰	The Pancake Bakery	['培根奶酪荷式煎饼', 'poffertjes小松饼']	2015_01_Spekpannenkoek.jpg
amsterdam	阿姆斯特丹	荷兰	Moeders	['荷式土豆泥stamppot', '妈妈风格炖肉']	Boerenkool_stamppot.jpg
angkor-wat	吴哥窟	柬埔寨	Road 60夜市烧烤摊	['炭烤牛肉串', '烤鸡蛋', '炸蟋蟀']	Amok_fish_and_grilled_beef_skewer.jpg
angkor-wat	吴哥窟	柬埔寨	老市场Num Banh Chok早餐摊	['高棉米线配鱼汤咖喱', '鲜椰子']	Num_Banh_Chok_Somlar_Kari.jpg
angkor-wat	吴哥窟	柬埔寨	Khmer Kitchen Restaurant	['Fish Amok', 'Lok Lak黑椒牛肉', '芒果糯米饭']	Fish_Amok_with_Rice.jpg
annapurna-circuit	安纳普尔纳环线	尼泊尔	沿线茶屋的Dal Bhat	['Dal Bhat套餐(米饭+豆汤+咖喱菜+腌菜)']	Dal_Bhat_Tarkari_Machha.jpg
annapurna-circuit	安纳普尔纳环线	尼泊尔	路边藏式茶棚	['酥油茶', '藏面Thukpa', '现煮马萨拉茶']	Tibetan_butter_tea.jpg
annapurna-circuit	安纳普尔纳环线	尼泊尔	马南的老牌烘焙店(如Manang Bakery)	['烤苹果派', '肉桂卷', '牦牛奶酪三明治']	Lattice_apple_pie.png
antarctic-peninsula	南极半岛	南极	乌斯怀亚La Anónima超市熟食柜	['现烤Empanada', '牛肉馅饼']	Tapa_de_empanadillitas.JPG
antarctic-peninsula	南极半岛	南极	El Turco(乌斯怀亚)	['米兰内萨炸牛排', '烤羊肉', '薯条']	Milanesa_con_fritas.png
antarctic-peninsula	南极半岛	南极	El Viejo Marino(乌斯怀亚)	['帝王蟹(Centolla)整只', '海鲜锅']	Centolla_en_Ushuaia.jpg
antarctica-emperor-penguins	南极帝企鹅栖息地	南极	破冰船Kapitan Khlebnikov餐厅(雪丘岛航线)	['俄式罗宋汤', '三道式晚餐', '甲板热红酒']	Borscht_served.jpg
antelope-canyon	羚羊峡谷	美国	纳瓦霍Frybread路边摊(98号公路边)	['Frybread炸面饼', 'Navajo Taco']	Frybread.jpg
antelope-canyon	羚羊峡谷	美国	BirdHouse	['炸鸡桶', '蜂蜜辣酱炸鸡三明治']	Fried-Chicken-Set.jpg
antelope-canyon	羚羊峡谷	美国	Big John's Texas BBQ	['慢熏牛胸肉', '手撕猪肉盘', '玉米面包']	Brisketphoto.jpg
antelope-canyon	羚羊峡谷	美国	State 48 Tavern	['手工汉堡', '本地精酿', '椒盐脆饼配啤酒芝士酱']	RedDot_Burger.jpg
antelope-canyon	羚羊峡谷	美国	Sunset 89	['牛排', '烤三文鱼', '落日鸡尾酒']	Steak_frites_-_yummy.jpg
aogashima	青之岛	日本	地熱釜（ひんぎゃ蒸气灶）	['地热蒸鸡蛋', '蒸红薯', '蒸玉米']	Onsen_tamago_at_minshuku_Korakuen,_Nagano_by_Blue_Lotus.jpg
atacama	阿塔卡马沙漠	智利	Caracoles街empanada小摊	['empanada de pino', 'empanada de queso']	Tapa_de_empanadillitas.JPG
atacama	阿塔卡马沙漠	智利	Las Delicias de Carmen	['pastel de choclo', 'cazuela炖汤', 'sopaipillas']	Pastel_de_choclo.jpg
bagan	蒲甘	缅甸	良乌市场早点摊	['mohinga鱼汤米线', '油条', '甜奶茶']	Mohnga.jpg
bagan	蒲甘	缅甸	路边茶铺（tea shop）	['缅甸奶茶', 'laphet thoke茶叶沙拉', '炸samosa']	Green_tea_and_peanut_nibbles_(10808703485).jpg
bali	巴厘岛	印度尼西亚	Sate Babi Bawah Pohon（树下沙爹）	['猪肉沙爹串', '米糕lontong']	Sate_Udang.JPG
bali	巴厘岛	印度尼西亚	Warung Babi Guling Ibu Oka 3	['babi guling烤乳猪饭', '脆皮', '血肠']	Panggang_1.JPG
bali	巴厘岛	印度尼西亚	Nasi Ayam Kedewatan Ibu Mangku	['nasi campur鸡肉饭', 'sambal matah', '椰丝豆']	Plate_of_nasi_campur_(Mandarin_Oriental_Hotel_Mahapahit,_Surabaya,_Indonesia).png
banff	班夫	加拿大	Bear Street Tavern	['柴火披萨', '本地精酿', '蜂蜜辣披萨']	Pizza-3007395.jpg
banff	班夫	加拿大	The Grizzly House	['石板烤野味fondue', '响尾蛇肉', '野牛肉']	Fondue_dish.jpg
bangkok	曼谷	泰国	Thipsamai 蒂莎麦	['蛋包泰式炒河粉', '鲜榨橙汁']	Phat_Thai_kung_Chang_Khien_street_stall.jpg
bangkok	曼谷	泰国	Somtum Der	['青木瓜沙拉', '依善炸鸡', '糯米饭']	2013_Tam_Lao.jpg
baobab-avenue-madagascar	马达加斯加猴面包树大道	马达加斯加	穆龙达瓦街头mofo摊	['mofo gasy米饼', 'mofo anana菜饼', '炸香蕉']	Mofo_gasy.jpg
baobab-avenue-madagascar	马达加斯加猴面包树大道	马达加斯加	市场里的hotely小饭铺	['romazava炖牛肉', '椰奶鸡配饭', 'ranovola锅巴水']	Madagaskar_stew_2019-10-01.jpg
barcelona	巴塞罗那	西班牙	Churrería Laietana	['西班牙油条配热巧克力']	Chocolate_con_churros_(27343655726).jpg
barcelona	巴塞罗那	西班牙	Can Solé	['海鲜饭', '墨鱼汁饭']	01_Paella_Valenciana_original.jpg
bhutan	不丹	不丹	廷布周末集市momo摊	['牛肉momo', '奶酪momo']	Momo_nepal.jpg
bhutan	不丹	不丹	Zombala 2（廷布）	['猪肉momo', '辣汤面thukpa']	Momo_nepal.jpg
bhutan	不丹	不丹	Folk Heritage Museum Restaurant（廷布）	['ema datshi辣椒奶酪', '红米饭', 'suja酥油茶']	Ema_datshi(Dry_red_chilli_version).jpg
bora-bora	波拉波拉岛	法属波利尼西亚	Snack Matira	['poisson cru椰奶生鱼', '烤鱼汉堡']	Poisson_cru_au_lait_de_coco.jpg
borneo-rainforest	婆罗洲雨林	马来西亚	山打根夜市沙爹摊	['鸡肉沙爹', '烤魔鬼鱼']	CHICKEN_SATAY.jpg
borneo-rainforest	婆罗洲雨林	马来西亚	哥曼东路口的榴莲摊	['红壳榴莲', '野生山榴莲']	Durian_in_black.jpg
borneo-rainforest	婆罗洲雨林	马来西亚	Restoran Habeeb	['roti canai印度飞饼', 'teh tarik拉茶']	Canai.jpg
borneo-rainforest	婆罗洲雨林	马来西亚	Sim Sim水上村88海鲜楼	['奶油老虎虾', '炒生面', '椒盐濑尿虾']	Butter_Prawns_Batu_Ferringhi.JPG
borneo-rainforest	婆罗洲雨林	马来西亚	English Tea House Sandakan	['英式司康下午茶', '咖喱叻沙']	Scone_varieties.jpg
buenos-aires	布宜诺斯艾利斯	阿根廷	Costanera Sur的choripán摊	['choripán香肠堡', 'bondiola猪颈肉堡']	Choripan.jpg
buenos-aires	布宜诺斯艾利斯	阿根廷	El Sanjuanino	['empanada salteña牛肉馅饼', 'locro炖菜']	Empanadas_salteñas_1.jpg
buenos-aires	布宜诺斯艾利斯	阿根廷	Café Tortoni	['churros con chocolate', 'cortado咖啡']	Chocolate_con_churros_(27343655726).jpg
buenos-aires	布宜诺斯艾利斯	阿根廷	El Preferido de Palermo	['milanesa炸牛排', '自制腌火腿']	Milanesa_con_fritas.png
buenos-aires	布宜诺斯艾利斯	阿根廷	Don Julio	['bife de chorizo西冷', 'ojo de bife肉眼', 'provoleta烤奶酪']	La_Vaca_Loca_300_Bife_de_Chorizo_Sirloin_Steak.jpg
cairo-giza	开罗与吉萨	埃及	街头福尔豆车（ful & ta'ameya推车）	['福尔豆泥夹饼', '塔米亚（埃及炸豆饼）']	Ful_medames_(arabic_meal).jpg
cairo-giza	开罗与吉萨	埃及	Koshary Abou Tarek（市中心）	['国民烩饭Koshary', '米布丁']	Egyptian_food_Koshary.jpg
cairo-giza	开罗与吉萨	埃及	Zooba（Zamalek区）	['新派塔米亚卷', '烤红薯', '芒果汁']	Falafels_2.jpg
cairo-giza	开罗与吉萨	埃及	Felfela（市中心老店）	['烤鸽子（hamam mahshi）', '混合烤肉盘', '锦葵汤（molokhia）']	Hamam_mahshi.jpg
cairo-giza	开罗与吉萨	埃及	Abou El Sid（Zamalek区）	['锦葵汤配兔肉', '葡萄叶卷', '太阳饼配蘸料']	Molokheya_Egypt,_2012.JPG
cape-town	开普敦	南非	Greenmarket广场烤肠摊	['Boerewors Roll 农夫香肠卷']	Boerewors_roll_with_fries_-_African_Chow_2024-01-18.jpg
cape-town	开普敦	南非	Golden Dish (Athlone)	['Masala Steak Gatsby', 'Chip Gatsby']	Gatsby_(1).jpg
cape-town	开普敦	南非	Eastern Food Bazaar	['Bunny Chow 面包咖喱', '黄油鸡配Naan']	Quarter_Mutton_Bunny_Chow.jpg
cape-town	开普敦	南非	Kalky's (Kalk Bay渔港)	['炸鳕鱼薯条', 'Snoek烤鱼']	Fish_and_chips_blackpool.jpg
cape-town	开普敦	南非	Mzansi (Langa镇区家庭餐馆)	['Umngqusho玉米豆焖锅', '烤羊肉', 'Chakalaka']	Umngqusho.jpg
cappadocia	卡帕多奇亚	土耳其	格雷梅镇中心Gözleme摊	['菠菜奶酪Gözleme', '土豆Gözleme']	Gözleme.JPG
cappadocia	卡帕多奇亚	土耳其	Dibek	['Testi Kebab 陶罐烤肉', '葡萄叶包饭']	TestiKebabGoreme.jpg
cappadocia-underground	德林库尤地下城	土耳其	格雷梅村口的gözleme摊	['菠菜奶酪gözleme薄饼', 'ayran咸酸奶']	Gözleme.JPG
cappadocia-underground	德林库尤地下城	土耳其	Fırın Express	['pide船形烤饼', 'lahmacun土耳其薄底']	Pide_in_Turkey.jpg
cappadocia-underground	德林库尤地下城	土耳其	Dibek	['testi kebab陶罐焖肉', '自酿葡萄酒']	TestiKebabGoreme.jpg
cappadocia-underground	德林库尤地下城	土耳其	Topdeck Cave Restaurant	['羊肉tandır', 'meze拼盘']	Tandyr_Kabob.JPG
cartagena	卡塔赫纳	哥伦比亚	三一广场的arepa de huevo摊	['arepa de huevo炸蛋玉米饼', 'carimañola木薯肉卷']	Arepa_de_huevo_por_dentro.jpg
cartagena	卡塔赫纳	哥伦比亚	La Mulata	['椰子饭配炸鱼', '当日menu del día']	Arroz_con_coco,_pescado_frito_y_patacones.jpg
cartagena	卡塔赫纳	哥伦比亚	La Palettería	['百香果paleta冰棒', '椰子冰棒']	Paletas_de_hielo_en_Mercado_Roma.jpg
cartagena	卡塔赫纳	哥伦比亚	La Cevichería	['混合ceviche', '椰香龙虾饭']	Cebiche_de_corvina.JPG
cenote-mexico	尤卡坦天坑	墨西哥	瓦拉多利德主广场的marquesita推车	['marquesita脆卷（芝士+榛子酱）', '现烤玉米']	Marquesitas.jpg
cenote-mexico	尤卡坦天坑	墨西哥	Taquería El Amigo Casiano	['cochinita pibil慢烤猪肉taco', 'lomitos炖猪肉']	Cochinita_pibil,_Mazatlán,_22_de_marzo_de_2023.jpg
